"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈"
"2020100000","2020年度","07544","福島県 川内村","","2,044",""
"2020100000","2020年度","07545","福島県 大熊町","","847",""
"2020100000","2020年度","07546","福島県 双葉町","","0",""
"2020100000","2020年度","07547","福島県 浪江町","","1,923",""
"2020100000","2020年度","07548","福島県 葛尾村","","420",""
"2020100000","2020年度","07561","福島県 新地町","","7,905",""
"2020100000","2020年度","07564","福島県 飯舘村","","1,318",""
"2020100000","2020年度","08201","茨城県 水戸市","","270,685",""
"2020100000","2020年度","08202","茨城県 日立市","","174,508",""
"2020100000","2020年度","08203","茨城県 土浦市","","142,074",""
"2020100000","2020年度","08204","茨城県 古河市","","139,344",""
"2020100000","2020年度","08205","茨城県 石岡市","","73,061",""
"2020100000","2020年度","08207","茨城県 結城市","","50,645",""
"2020100000","2020年度","08208","茨城県 龍ケ崎市","","76,420",""
"2020100000","2020年度","08210","茨城県 下妻市","","42,521",""
"2020100000","2020年度","08211","茨城県 常総市","","60,834",""
"2020100000","2020年度","08212","茨城県 常陸太田市","","48,602",""
"2020100000","2020年度","08214","茨城県 高萩市","","27,699",""
"2020100000","2020年度","08215","茨城県 北茨城市","","41,801",""
"2020100000","2020年度","08216","茨城県 笠間市","","73,173",""
"2020100000","2020年度","08217","茨城県 取手市","","104,524",""
"2020100000","2020年度","08219","茨城県 牛久市","","84,651",""
"2020100000","2020年度","08220","茨城県 つくば市","","241,656",""
"2020100000","2020年度","08221","茨城県 ひたちなか市","","156,581",""
"2020100000","2020年度","08222","茨城県 鹿嶋市","","66,950",""
"2020100000","2020年度","08223","茨城県 潮来市","","27,604",""
"2020100000","2020年度","08224","茨城県 守谷市","","68,421",""
"2020100000","2020年度","08225","茨城県 常陸大宮市","","39,267",""
"2020100000","2020年度","08226","茨城県 那珂市","","53,502",""
"2020100000","2020年度","08227","茨城県 筑西市","","100,753",""
"2020100000","2020年度","08228","茨城県 坂東市","","52,265",""
"2020100000","2020年度","08229","茨城県 稲敷市","","39,039",""
"2020100000","2020年度","08230","茨城県 かすみがうら市","","40,087",""
"2020100000","2020年度","08231","茨城県 桜川市","","39,122",""
"2020100000","2020年度","08232","茨城県 神栖市","","95,454",""
"2020100000","2020年度","08233","茨城県 行方市","","32,185",""
"2020100000","2020年度","08234","茨城県 鉾田市","","45,953",""
"2020100000","2020年度","08235","茨城県 つくばみらい市","","49,872",""
"2020100000","2020年度","08236","茨城県 小美玉市","","48,870",""
"2020100000","2020年度","08302","茨城県 茨城町","","31,401",""
"2020100000","2020年度","08309","茨城県 大洗町","","15,715",""
"2020100000","2020年度","08310","茨城県 城里町","","18,097",""
"2020100000","2020年度","08341","茨城県 東海村","","37,891",""
"2020100000","2020年度","08364","茨城県 大子町","","15,736",""
"2020100000","2020年度","08442","茨城県 美浦村","","14,602",""
"2020100000","2020年度","08443","茨城県 阿見町","","48,553",""
"2020100000","2020年度","08447","茨城県 河内町","","8,231",""
"2020100000","2020年度","08521","茨城県 八千代町","","21,026",""
"2020100000","2020年度","08542","茨城県 五霞町","","8,093",""
"2020100000","2020年度","08546","茨城県 境町","","24,201",""
"2020100000","2020年度","08564","茨城県 利根町","","15,340",""
"2020100000","2020年度","09201","栃木県 宇都宮市","","518,757",""
"2020100000","2020年度","09202","栃木県 足利市","","144,746",""
"2020100000","2020年度","09203","栃木県 栃木市","","155,549",""
"2020100000","2020年度","09204","栃木県 佐野市","","116,228",""
"2020100000","2020年度","09205","栃木県 鹿沼市","","94,033",""
"2020100000","2020年度","09206","栃木県 日光市","","77,661",""
"2020100000","2020年度","09208","栃木県 小山市","","166,666",""
"2020100000","2020年度","09209","栃木県 真岡市","","78,190",""
"2020100000","2020年度","09210","栃木県 大田原市","","72,087",""
"2020100000","2020年度","09211","栃木県 矢板市","","31,165",""
"2020100000","2020年度","09213","栃木県 那須塩原市","","115,210",""
"2020100000","2020年度","09214","栃木県 さくら市","","44,513",""
"2020100000","2020年度","09215","栃木県 那須烏山市","","24,875",""
"2020100000","2020年度","09216","栃木県 下野市","","59,507",""
"2020100000","2020年度","09301","栃木県 上三川町","","30,806",""
"2020100000","2020年度","09342","栃木県 益子町","","21,898",""
"2020100000","2020年度","09343","栃木県 茂木町","","11,891",""
"2020100000","2020年度","09344","栃木県 市貝町","","11,262",""
"2020100000","2020年度","09345","栃木県 芳賀町","","14,961",""
"2020100000","2020年度","09361","栃木県 壬生町","","39,474",""
"2020100000","2020年度","09364","栃木県 野木町","","24,913",""
"2020100000","2020年度","09384","栃木県 塩谷町","","10,354",""
"2020100000","2020年度","09386","栃木県 高根沢町","","29,229",""
"2020100000","2020年度","09407","栃木県 那須町","","23,956",""
"2020100000","2020年度","09411","栃木県 那珂川町","","15,215",""
"2020100000","2020年度","10201","群馬県 前橋市","","332,149",""
"2020100000","2020年度","10202","群馬県 高崎市","","372,973",""
"2020100000","2020年度","10203","群馬県 桐生市","","106,445",""
"2020100000","2020年度","10204","群馬県 伊勢崎市","","211,850",""
"2020100000","2020年度","10205","群馬県 太田市","","223,014",""
"2020100000","2020年度","10206","群馬県 沼田市","","45,337",""
"2020100000","2020年度","10207","群馬県 館林市","","75,309",""
"2020100000","2020年度","10208","群馬県 渋川市","","74,581",""
"2020100000","2020年度","10209","群馬県 藤岡市","","63,261",""
"2020100000","2020年度","10210","群馬県 富岡市","","47,446",""
"2020100000","2020年度","10211","群馬県 安中市","","54,907",""
"2020100000","2020年度","10212","群馬県 みどり市","","49,648",""
"2020100000","2020年度","10344","群馬県 榛東村","","14,216",""
"2020100000","2020年度","10345","群馬県 吉岡町","","21,792",""
"2020100000","2020年度","10366","群馬県 上野村","","1,128",""
"2020100000","2020年度","10367","群馬県 神流町","","1,645",""
"2020100000","2020年度","10382","群馬県 下仁田町","","6,576",""
"2020100000","2020年度","10383","群馬県 南牧村","","1,611",""
"2020100000","2020年度","10384","群馬県 甘楽町","","12,491",""
"2020100000","2020年度","10421","群馬県 中之条町","","15,386",""
"2020100000","2020年度","10424","群馬県 長野原町","","5,095",""
"2020100000","2020年度","10425","群馬県 嬬恋村","","8,850",""
"2020100000","2020年度","10426","群馬県 草津町","","6,049",""
"2020100000","2020年度","10428","群馬県 高山村","","3,511",""
"2020100000","2020年度","10429","群馬県 東吾妻町","","12,728",""
"2020100000","2020年度","10443","群馬県 片品村","","3,993",""
"2020100000","2020年度","10444","群馬県 川場村","","3,480",""
"2020100000","2020年度","10448","群馬県 昭和村","","6,953",""
"2020100000","2020年度","10449","群馬県 みなかみ町","","17,195",""
"2020100000","2020年度","10464","群馬県 玉村町","","36,054",""
"2020100000","2020年度","10521","群馬県 板倉町","","14,083",""
"2020100000","2020年度","10522","群馬県 明和町","","10,882",""
"2020100000","2020年度","10523","群馬県 千代田町","","10,861",""
"2020100000","2020年度","10524","群馬県 大泉町","","42,089",""
"2020100000","2020年度","10525","群馬県 邑楽町","","25,522",""
"2020100000","2020年度","11100","埼玉県 さいたま市","","1,324,025",""
"2020100000","2020年度","11101","埼玉県 さいたま市 西区","","93,499",""
"2020100000","2020年度","11102","埼玉県 さいたま市 北区","","149,242",""
"2020100000","2020年度","11103","埼玉県 さいたま市 大宮区","","117,784",""
"2020100000","2020年度","11104","埼玉県 さいたま市 見沼区","","165,049",""
"2020100000","2020年度","11105","埼玉県 さいたま市 中央区","","103,269",""
"2020100000","2020年度","11106","埼玉県 さいたま市 桜区","","98,661",""
"2020100000","2020年度","11107","埼玉県 さいたま市 浦和区","","164,822",""
"2020100000","2020年度","11108","埼玉県 さいたま市 南区","","191,563",""
"2020100000","2020年度","11109","埼玉県 さいたま市 緑区","","128,321",""
"2020100000","2020年度","11110","埼玉県 さいたま市 岩槻区","","111,815",""
"2020100000","2020年度","11201","埼玉県 川越市","","354,571",""
"2020100000","2020年度","11202","埼玉県 熊谷市","","194,415",""
"2020100000","2020年度","11203","埼玉県 川口市","","594,274",""
"2020100000","2020年度","11206","埼玉県 行田市","","78,617",""
"2020100000","2020年度","11207","埼玉県 秩父市","","59,674",""
"2020100000","2020年度","11208","埼玉県 所沢市","","342,464",""
"2020100000","2020年度","11209","埼玉県 飯能市","","80,361",""
"2020100000","2020年度","11210","埼玉県 加須市","","111,623",""
"2020100000","2020年度","11211","埼玉県 本庄市","","78,569",""
"2020100000","2020年度","11212","埼玉県 東松山市","","91,791",""
"2020100000","2020年度","11214","埼玉県 春日部市","","229,792",""
"2020100000","2020年度","11215","埼玉県 狭山市","","148,699",""
"2020100000","2020年度","11216","埼玉県 羽生市","","52,862",""
"2020100000","2020年度","11217","埼玉県 鴻巣市","","116,828",""
"2020100000","2020年度","11218","埼玉県 深谷市","","141,268",""
"2020100000","2020年度","11219","埼玉県 上尾市","","226,940",""
"2020100000","2020年度","11221","埼玉県 草加市","","248,304",""
"2020100000","2020年度","11222","埼玉県 越谷市","","341,621",""
"2020100000","2020年度","11223","埼玉県 蕨市","","74,283",""
"2020100000","2020年度","11224","埼玉県 戸田市","","140,899",""
"2020100000","2020年度","11225","埼玉県 入間市","","145,651",""
"2020100000","2020年度","11227","埼玉県 朝霞市","","141,083",""
"2020100000","2020年度","11228","埼玉県 志木市","","75,346",""
"2020100000","2020年度","11229","埼玉県 和光市","","83,989",""
"2020100000","2020年度","11230","埼玉県 新座市","","166,017",""
"2020100000","2020年度","11231","埼玉県 桶川市","","74,748",""
"2020100000","2020年度","11232","埼玉県 久喜市","","150,582",""
"2020100000","2020年度","11233","埼玉県 北本市","","65,201",""
"2020100000","2020年度","11234","埼玉県 八潮市","","93,363",""
"2020100000","2020年度","11235","埼玉県 富士見市","","111,859",""
"2020100000","2020年度","11237","埼玉県 三郷市","","142,145",""
"2020100000","2020年度","11238","埼玉県 蓮田市","","61,499",""
"2020100000","2020年度","11239","埼玉県 坂戸市","","100,275",""
"2020100000","2020年度","11240","埼玉県 幸手市","","50,066",""
"2020100000","2020年度","11241","埼玉県 鶴ヶ島市","","70,117",""
"2020100000","2020年度","11242","埼玉県 日高市","","54,571",""
"2020100000","2020年度","11243","埼玉県 吉川市","","71,979",""
"2020100000","2020年度","11245","埼玉県 ふじみ野市","","113,597",""
"2020100000","2020年度","11246","埼玉県 白岡市","","52,214",""
"2020100000","2020年度","11301","埼玉県 伊奈町","","44,841",""
"2020100000","2020年度","11324","埼玉県 三芳町","","38,434",""
"2020100000","2020年度","11326","埼玉県 毛呂山町","","35,366",""
"2020100000","2020年度","11327","埼玉県 越生町","","11,029",""
"2020100000","2020年度","11341","埼玉県 滑川町","","19,732",""
"2020100000","2020年度","11342","埼玉県 嵐山町","","17,889",""
"2020100000","2020年度","11343","埼玉県 小川町","","28,524",""
"2020100000","2020年度","11346","埼玉県 川島町","","19,378",""
"2020100000","2020年度","11347","埼玉県 吉見町","","18,192",""
"2020100000","2020年度","11348","埼玉県 鳩山町","","13,560",""
"2020100000","2020年度","11349","埼玉県 ときがわ町","","10,540",""
"2020100000","2020年度","11361","埼玉県 横瀬町","","7,979",""
"2020100000","2020年度","11362","埼玉県 皆野町","","9,302",""
"2020100000","2020年度","11363","埼玉県 長瀞町","","6,807",""
"2020100000","2020年度","11365","埼玉県 小鹿野町","","10,928",""
"2020100000","2020年度","11369","埼玉県 東秩父村","","2,709",""
"2020100000","2020年度","11381","埼玉県 美里町","","11,039",""
"2020100000","2020年度","11383","埼玉県 神川町","","13,359",""
"2020100000","2020年度","11385","埼玉県 上里町","","30,343",""
"2020100000","2020年度","11408","埼玉県 寄居町","","32,374",""
"2020100000","2020年度","11442","埼玉県 宮代町","","34,147",""
"2020100000","2020年度","11464","埼玉県 杉戸町","","43,845",""
"2020100000","2020年度","11465","埼玉県 松伏町","","28,266",""
"2020100000","2020年度","12100","千葉県 千葉市","","974,951",""
"2020100000","2020年度","12101","千葉県 千葉市 中央区","","211,736",""
"2020100000","2020年度","12102","千葉県 千葉市 花見川区","","177,328",""
"2020100000","2020年度","12103","千葉県 千葉市 稲毛区","","160,582",""
"2020100000","2020年度","12104","千葉県 千葉市 若葉区","","146,940",""
"2020100000","2020年度","12105","千葉県 千葉市 緑区","","129,421",""
"2020100000","2020年度","12106","千葉県 千葉市 美浜区","","148,944",""
"2020100000","2020年度","12202","千葉県 銚子市","","58,431",""
"2020100000","2020年度","12203","千葉県 市川市","","496,676",""
"2020100000","2020年度","12204","千葉県 船橋市","","642,907",""
"2020100000","2020年度","12205","千葉県 館山市","","45,153",""
"2020100000","2020年度","12206","千葉県 木更津市","","136,166",""
"2020100000","2020年度","12207","千葉県 松戸市","","498,232",""
"2020100000","2020年度","12208","千葉県 野田市","","152,638",""
"2020100000","2020年度","12210","千葉県 茂原市","","86,782",""
"2020100000","2020年度","12211","千葉県 成田市","","132,906",""
"2020100000","2020年度","12212","千葉県 佐倉市","","168,743",""
"2020100000","2020年度","12213","千葉県 東金市","","58,219",""
"2020100000","2020年度","12215","千葉県 旭市","","63,745",""
"2020100000","2020年度","12216","千葉県 習志野市","","176,197",""
"2020100000","2020年度","12217","千葉県 柏市","","426,468",""
"2020100000","2020年度","12218","千葉県 勝浦市","","16,927",""
"2020100000","2020年度","12219","千葉県 市原市","","269,524",""
"2020100000","2020年度","12220","千葉県 流山市","","199,849",""
"2020100000","2020年度","12221","千葉県 八千代市","","199,498",""
